Segmentation 0
278 353 15 
279 352 15 
279 351 15 
280 350 15 
281 349 15 
282 348 15 
281 347 15 
282 346 15 
282 345 15 
282 344 15 
282 343 15 
282 342 15 
281 341 15 
280 341 15 
279 342 15 
279 343 15 
278 344 15 
278 345 15 
277 346 15 
276 347 15 
275 347 15 
274 346 15 
273 345 15 
272 346 15 
272 347 15 
272 348 15 
272 349 15 
272 350 15 
273 351 15 
274 352 15 
275 353 15 
276 353 15 
277 353 15 
278 353 15 
V
Segmentation 0
245 189 16 
246 188 16 
247 188 16 
248 187 16 
248 186 16 
249 185 16 
249 184 16 
250 183 16 
251 182 16 
251 181 16 
252 180 16 
252 179 16 
253 178 16 
254 177 16 
254 176 16 
255 175 16 
256 174 16 
255 173 16 
255 172 16 
254 171 16 
253 170 16 
252 170 16 
251 170 16 
250 170 16 
249 170 16 
248 170 16 
247 171 16 
246 172 16 
245 172 16 
244 172 16 
243 171 16 
242 171 16 
241 170 16 
240 170 16 
239 170 16 
238 171 16 
237 171 16 
236 172 16 
235 173 16 
235 174 16 
235 175 16 
235 176 16 
236 177 16 
237 178 16 
238 179 16 
239 179 16 
240 180 16 
240 181 16 
240 182 16 
241 183 16 
242 183 16 
243 184 16 
243 185 16 
243 186 16 
243 187 16 
243 188 16 
244 189 16 
245 189 16 
V
Segmentation 0
241 199 17 
242 198 17 
243 198 17 
244 197 17 
245 197 17 
246 197 17 
247 196 17 
247 195 17 
247 194 17 
246 193 17 
246 192 17 
246 191 17 
246 190 17 
247 189 17 
248 188 17 
249 187 17 
249 186 17 
249 185 17 
249 184 17 
250 183 17 
251 182 17 
252 181 17 
253 180 17 
253 179 17 
253 178 17 
253 177 17 
253 176 17 
253 175 17 
252 174 17 
251 173 17 
250 172 17 
249 172 17 
248 173 17 
247 173 17 
246 173 17 
245 174 17 
244 174 17 
243 173 17 
242 173 17 
241 172 17 
240 172 17 
239 172 17 
238 172 17 
237 173 17 
236 173 17 
235 173 17 
234 174 17 
234 175 17 
234 176 17 
234 177 17 
234 178 17 
235 179 17 
235 180 17 
234 180 17 
233 181 17 
232 181 17 
231 182 17 
231 183 17 
231 184 17 
231 185 17 
231 186 17 
231 187 17 
231 188 17 
232 189 17 
233 190 17 
234 190 17 
235 189 17 
236 189 17 
237 189 17 
238 189 17 
239 189 17 
240 189 17 
240 190 17 
240 191 17 
239 192 17 
239 193 17 
238 194 17 
238 195 17 
238 196 17 
239 197 17 
240 198 17 
241 199 17 
V
Segmentation 0
130 215 19 
131 214 19 
132 214 19 
133 213 19 
134 213 19 
135 212 19 
135 211 19 
135 210 19 
135 209 19 
135 208 19 
135 207 19 
136 206 19 
137 205 19 
138 204 19 
139 203 19 
139 202 19 
139 201 19 
139 200 19 
138 199 19 
138 198 19 
137 197 19 
136 196 19 
135 197 19 
134 197 19 
133 196 19 
132 196 19 
131 197 19 
130 198 19 
130 199 19 
130 200 19 
130 201 19 
130 202 19 
130 203 19 
130 204 19 
129 205 19 
128 205 19 
127 206 19 
126 207 19 
125 208 19 
124 209 19 
124 210 19 
124 211 19 
125 212 19 
126 213 19 
127 214 19 
128 215 19 
129 215 19 
130 215 19 
V
