Segmentation 0
268 196 13 
269 195 13 
270 194 13 
270 193 13 
270 192 13 
270 191 13 
270 190 13 
270 189 13 
271 188 13 
270 187 13 
270 186 13 
269 185 13 
268 185 13 
267 184 13 
266 184 13 
265 183 13 
264 184 13 
263 185 13 
262 186 13 
262 187 13 
261 188 13 
260 189 13 
261 190 13 
262 191 13 
263 192 13 
264 193 13 
264 194 13 
264 195 13 
265 196 13 
266 196 13 
267 196 13 
268 196 13 
V
Segmentation 1
193 197 13 
194 196 13 
195 196 13 
196 196 13 
197 195 13 
198 194 13 
199 193 13 
200 192 13 
200 191 13 
200 190 13 
199 189 13 
199 188 13 
198 187 13 
197 186 13 
196 185 13 
195 185 13 
194 185 13 
193 186 13 
192 186 13 
191 187 13 
191 188 13 
190 189 13 
190 190 13 
190 191 13 
190 192 13 
190 193 13 
190 194 13 
190 195 13 
191 196 13 
192 197 13 
193 197 13 
V
Segmentation 2
248 239 13 
249 238 13 
250 237 13 
250 236 13 
250 235 13 
250 234 13 
250 233 13 
249 232 13 
249 231 13 
249 230 13 
250 229 13 
250 228 13 
250 227 13 
249 226 13 
248 226 13 
247 225 13 
246 225 13 
245 225 13 
244 225 13 
243 226 13 
242 227 13 
242 228 13 
242 229 13 
242 230 13 
242 231 13 
243 232 13 
243 233 13 
243 234 13 
244 235 13 
244 236 13 
245 237 13 
246 238 13 
247 239 13 
248 239 13 
V
Segmentation 3
218 252 13 
219 251 13 
220 251 13 
221 250 13 
221 249 13 
221 248 13 
221 247 13 
221 246 13 
221 245 13 
221 244 13 
221 243 13 
221 242 13 
220 241 13 
219 241 13 
218 240 13 
217 240 13 
217 239 13 
217 238 13 
217 237 13 
217 236 13 
217 235 13 
217 234 13 
218 233 13 
218 232 13 
218 231 13 
218 230 13 
218 229 13 
218 228 13 
217 227 13 
216 226 13 
215 226 13 
214 226 13 
213 226 13 
212 226 13 
211 227 13 
210 228 13 
210 229 13 
210 230 13 
210 231 13 
210 232 13 
210 233 13 
210 234 13 
209 234 13 
208 235 13 
207 235 13 
206 236 13 
205 237 13 
206 238 13 
206 239 13 
206 240 13 
206 241 13 
206 242 13 
207 243 13 
208 243 13 
209 243 13 
210 244 13 
211 244 13 
211 245 13 
211 246 13 
211 247 13 
211 248 13 
211 249 13 
212 250 13 
213 250 13 
214 251 13 
215 251 13 
216 251 13 
217 252 13 
218 252 13 
V
Segmentation 4
166 316 13 
167 315 13 
168 315 13 
169 314 13 
169 313 13 
169 312 13 
169 311 13 
168 310 13 
167 310 13 
166 309 13 
165 308 13 
164 307 13 
163 307 13 
162 307 13 
161 308 13 
161 309 13 
160 310 13 
160 311 13 
160 312 13 
159 313 13 
159 314 13 
158 315 13 
159 316 13 
160 316 13 
161 316 13 
162 316 13 
163 316 13 
164 316 13 
165 316 13 
166 316 13 
V
Segmentation 0
196 203 14 
197 202 14 
198 201 14 
197 200 14 
196 200 14 
195 199 14 
195 198 14 
195 197 14 
195 196 14 
195 195 14 
195 194 14 
195 193 14 
196 192 14 
197 191 14 
198 191 14 
199 191 14 
200 192 14 
201 193 14 
202 193 14 
203 194 14 
204 195 14 
205 194 14 
206 193 14 
206 192 14 
206 191 14 
207 190 14 
207 189 14 
207 188 14 
207 187 14 
206 186 14 
205 186 14 
204 185 14 
203 185 14 
202 184 14 
201 184 14 
200 184 14 
199 185 14 
198 185 14 
197 185 14 
196 185 14 
195 184 14 
194 184 14 
194 183 14 
194 182 14 
193 181 14 
193 180 14 
193 179 14 
193 178 14 
193 177 14 
192 176 14 
191 176 14 
190 176 14 
189 176 14 
188 177 14 
187 177 14 
186 177 14 
185 178 14 
185 179 14 
185 180 14 
185 181 14 
185 182 14 
185 183 14 
185 184 14 
185 185 14 
186 186 14 
187 186 14 
188 187 14 
189 187 14 
189 188 14 
189 189 14 
189 190 14 
189 191 14 
190 192 14 
190 193 14 
189 194 14 
188 194 14 
187 195 14 
186 196 14 
186 197 14 
186 198 14 
186 199 14 
186 200 14 
187 201 14 
188 202 14 
189 203 14 
190 203 14 
191 203 14 
192 203 14 
193 203 14 
194 202 14 
195 202 14 
196 203 14 
V
Segmentation 1
269 196 14 
270 195 14 
271 194 14 
272 193 14 
272 192 14 
272 191 14 
272 190 14 
272 189 14 
272 188 14 
272 187 14 
272 186 14 
271 185 14 
270 185 14 
269 184 14 
268 184 14 
267 184 14 
266 185 14 
265 185 14 
264 185 14 
263 186 14 
262 185 14 
261 184 14 
260 184 14 
259 183 14 
258 182 14 
257 183 14 
256 183 14 
255 184 14 
254 184 14 
253 185 14 
252 186 14 
253 187 14 
253 188 14 
254 189 14 
254 190 14 
255 191 14 
255 192 14 
256 193 14 
257 193 14 
258 192 14 
259 192 14 
260 191 14 
261 191 14 
262 190 14 
263 190 14 
264 191 14 
265 192 14 
266 193 14 
266 194 14 
266 195 14 
267 196 14 
268 195 14 
269 196 14 
V
Segmentation 2
211 245 14 
212 244 14 
213 244 14 
214 243 14 
215 242 14 
215 241 14 
215 240 14 
214 239 14 
214 238 14 
214 237 14 
214 236 14 
214 235 14 
213 234 14 
212 233 14 
211 233 14 
210 233 14 
209 234 14 
208 234 14 
207 235 14 
206 236 14 
206 237 14 
206 238 14 
206 239 14 
206 240 14 
206 241 14 
207 242 14 
208 243 14 
209 244 14 
210 245 14 
211 245 14 
V
Segmentation 3
251 248 14 
252 247 14 
253 247 14 
254 246 14 
254 245 14 
255 246 14 
256 245 14 
256 244 14 
256 243 14 
256 242 14 
255 241 14 
255 240 14 
255 239 14 
254 238 14 
254 237 14 
254 236 14 
253 235 14 
252 235 14 
251 236 14 
250 236 14 
249 236 14 
248 237 14 
247 238 14 
247 239 14 
247 240 14 
247 241 14 
247 242 14 
247 243 14 
247 244 14 
247 245 14 
247 246 14 
247 247 14 
248 248 14 
249 248 14 
250 248 14 
251 248 14 
V
Segmentation 4
252 286 14 
253 285 14 
254 284 14 
255 284 14 
256 283 14 
257 282 14 
257 281 14 
257 280 14 
257 279 14 
256 278 14 
255 278 14 
254 277 14 
253 276 14 
252 276 14 
251 277 14 
250 278 14 
249 279 14 
249 280 14 
248 281 14 
247 282 14 
246 283 14 
247 284 14 
248 284 14 
249 285 14 
250 285 14 
251 285 14 
252 286 14 
V
Segmentation 5
260 407 14 
261 406 14 
262 406 14 
263 405 14 
264 405 14 
265 406 14 
266 405 14 
267 404 14 
267 403 14 
266 402 14 
265 401 14 
265 400 14 
265 399 14 
265 398 14 
264 397 14 
263 397 14 
262 397 14 
261 396 14 
260 396 14 
259 396 14 
258 396 14 
257 396 14 
256 397 14 
255 398 14 
255 399 14 
255 400 14 
255 401 14 
255 402 14 
256 403 14 
257 404 14 
258 405 14 
259 406 14 
260 407 14 
V
Segmentation 0
190 205 15 
191 204 15 
192 204 15 
193 203 15 
194 203 15 
195 202 15 
195 201 15 
194 200 15 
194 199 15 
194 198 15 
194 197 15 
194 196 15 
193 195 15 
192 195 15 
191 194 15 
190 194 15 
190 193 15 
190 192 15 
190 191 15 
190 190 15 
190 189 15 
190 188 15 
189 187 15 
188 186 15 
187 186 15 
186 185 15 
185 185 15 
184 185 15 
183 185 15 
182 186 15 
181 187 15 
180 188 15 
180 189 15 
180 190 15 
180 191 15 
180 192 15 
180 193 15 
181 194 15 
182 194 15 
183 195 15 
184 196 15 
184 197 15 
185 198 15 
185 199 15 
185 200 15 
184 201 15 
185 202 15 
186 203 15 
187 203 15 
188 204 15 
