Segmentation 0
188 226 15 
189 225 15 
190 225 15 
191 225 15 
192 225 15 
193 225 15 
194 225 15 
195 224 15 
196 223 15 
197 222 15 
197 221 15 
198 220 15 
198 219 15 
198 218 15 
197 217 15 
196 216 15 
195 216 15 
194 216 15 
193 215 15 
192 215 15 
191 216 15 
190 216 15 
189 217 15 
188 217 15 
187 217 15 
186 218 15 
186 219 15 
186 220 15 
186 221 15 
186 222 15 
186 223 15 
186 224 15 
186 225 15 
187 226 15 
188 226 15 
V
Segmentation 0
227 210 16 
228 209 16 
228 208 16 
228 207 16 
229 207 16 
230 206 16 
230 205 16 
230 204 16 
229 203 16 
229 202 16 
229 201 16 
228 200 16 
227 199 16 
226 198 16 
226 197 16 
225 196 16 
225 195 16 
224 194 16 
223 193 16 
222 192 16 
221 191 16 
220 191 16 
219 190 16 
218 191 16 
217 192 16 
216 193 16 
216 194 16 
216 195 16 
215 196 16 
216 197 16 
216 198 16 
215 198 16 
214 199 16 
213 199 16 
212 199 16 
211 199 16 
210 200 16 
209 200 16 
208 201 16 
209 202 16 
209 203 16 
209 204 16 
209 205 16 
208 206 16 
209 207 16 
210 207 16 
211 207 16 
212 207 16 
213 207 16 
214 208 16 
215 208 16 
216 208 16 
217 209 16 
218 208 16 
218 207 16 
219 207 16 
220 207 16 
221 208 16 
221 209 16 
222 210 16 
223 210 16 
224 210 16 
225 210 16 
226 210 16 
227 210 16 
V
Segmentation 0
216 210 17 
217 209 17 
218 209 17 
219 208 17 
220 207 17 
221 206 17 
220 205 17 
220 204 17 
220 203 17 
220 202 17 
221 201 17 
221 200 17 
222 200 17 
223 200 17 
224 201 17 
225 202 17 
226 202 17 
227 201 17 
228 201 17 
229 200 17 
230 199 17 
231 199 17 
232 198 17 
232 197 17 
232 196 17 
232 195 17 
232 194 17 
232 193 17 
232 192 17 
231 191 17 
230 191 17 
229 190 17 
228 190 17 
227 190 17 
226 190 17 
225 191 17 
224 191 17 
223 191 17 
222 191 17 
221 190 17 
220 190 17 
219 190 17 
218 190 17 
217 190 17 
216 191 17 
215 191 17 
214 190 17 
213 190 17 
212 189 17 
211 189 17 
210 188 17 
209 188 17 
208 189 17 
207 189 17 
206 190 17 
206 191 17 
206 192 17 
206 193 17 
206 194 17 
205 195 17 
205 196 17 
205 197 17 
206 198 17 
207 199 17 
208 199 17 
209 199 17 
210 200 17 
210 201 17 
210 202 17 
210 203 17 
210 204 17 
210 205 17 
210 206 17 
211 207 17 
212 208 17 
213 208 17 
214 209 17 
215 209 17 
216 210 17 
V
Segmentation 1
286 205 17 
287 204 17 
288 204 17 
289 203 17 
289 202 17 
290 201 17 
290 200 17 
290 199 17 
291 199 17 
292 198 17 
293 198 17 
294 197 17 
294 196 17 
294 195 17 
294 194 17 
294 193 17 
294 192 17 
294 191 17 
294 190 17 
293 189 17 
292 189 17 
291 188 17 
290 188 17 
289 188 17 
288 188 17 
287 188 17 
286 189 17 
285 190 17 
284 191 17 
284 192 17 
284 193 17 
283 194 17 
283 195 17 
282 195 17 
281 195 17 
280 195 17 
279 195 17 
278 195 17 
277 195 17 
276 196 17 
276 197 17 
275 198 17 
275 199 17 
275 200 17 
275 201 17 
276 202 17 
276 203 17 
276 204 17 
277 205 17 
278 205 17 
279 204 17 
280 203 17 
281 203 17 
282 202 17 
283 202 17 
284 202 17 
285 203 17 
285 204 17 
286 205 17 
V
Segmentation 2
195 254 17 
196 253 17 
197 252 17 
197 251 17 
198 250 17 
199 249 17 
199 248 17 
199 247 17 
198 246 17 
198 245 17 
198 244 17 
197 243 17 
196 243 17 
195 243 17 
194 242 17 
193 242 17 
192 242 17 
191 243 17 
190 243 17 
189 244 17 
189 245 17 
188 246 17 
188 247 17 
189 248 17 
190 248 17 
191 249 17 
192 250 17 
193 250 17 
194 251 17 
194 252 17 
194 253 17 
195 254 17 
V
Segmentation 0
219 218 18 
220 217 18 
221 217 18 
222 216 18 
223 215 18 
223 214 18 
222 213 18 
222 212 18 
221 211 18 
221 210 18 
221 209 18 
221 208 18 
221 207 18 
221 206 18 
222 205 18 
223 205 18 
224 206 18 
225 206 18 
226 207 18 
227 206 18 
228 205 18 
228 204 18 
228 203 18 
228 202 18 
228 201 18 
229 200 18 
229 199 18 
228 198 18 
227 197 18 
226 196 18 
225 195 18 
224 195 18 
223 195 18 
222 196 18 
221 196 18 
220 196 18 
219 196 18 
218 196 18 
217 196 18 
216 196 18 
215 196 18 
214 197 18 
213 197 18 
212 198 18 
211 198 18 
210 199 18 
211 200 18 
211 201 18 
211 202 18 
211 203 18 
211 204 18 
211 205 18 
211 206 18 
212 207 18 
213 207 18 
213 208 18 
213 209 18 
213 210 18 
213 211 18 
213 212 18 
213 213 18 
213 214 18 
213 215 18 
214 216 18 
215 216 18 
216 217 18 
217 217 18 
218 217 18 
219 218 18 
V
Segmentation 1
287 208 18 
288 207 18 
289 206 18 
289 205 18 
289 204 18 
290 203 18 
290 202 18 
290 201 18 
290 200 18 
291 199 18 
290 198 18 
289 197 18 
288 196 18 
287 196 18 
286 196 18 
285 196 18 
284 197 18 
283 198 18 
282 198 18 
281 199 18 
280 200 18 
280 201 18 
280 202 18 
280 203 18 
280 204 18 
281 205 18 
282 206 18 
283 207 18 
284 208 18 
285 208 18 
286 208 18 
287 208 18 
V
Segmentation 2
309 235 18 
310 234 18 
311 233 18 
312 232 18 
312 231 18 
312 230 18 
311 229 18 
311 228 18 
311 227 18 
310 226 18 
310 225 18 
309 224 18 
308 224 18 
307 224 18 
306 224 18 
305 224 18 
304 225 18 
303 226 18 
303 227 18 
303 228 18 
303 229 18 
303 230 18 
303 231 18 
304 232 18 
305 233 18 
305 234 18 
306 235 18 
307 235 18 
308 235 18 
309 235 18 
V
Segmentation 3
180 237 18 
181 236 18 
182 235 18 
183 234 18 
183 233 18 
183 232 18 
183 231 18 
182 230 18 
182 229 18 
181 228 18 
180 227 18 
179 227 18 
178 227 18 
177 227 18 
176 228 18 
175 229 18 
175 230 18 
175 231 18 
175 232 18 
176 233 18 
176 234 18 
177 235 18 
178 236 18 
179 237 18 
180 237 18 
V
Segmentation 0
216 227 19 
217 226 19 
218 225 19 
219 225 19 
220 224 19 
221 223 19 
222 222 19 
223 221 19 
224 221 19 
225 222 19 
226 222 19 
227 223 19 
228 222 19 
229 221 19 
230 221 19 
231 220 19 
230 219 19 
230 218 19 
229 217 19 
228 216 19 
227 215 19 
226 214 19 
225 213 19 
224 213 19 
224 212 19 
224 211 19 
224 210 19 
224 209 19 
224 208 19 
223 207 19 
222 207 19 
221 206 19 
221 205 19 
221 204 19 
221 203 19 
221 202 19 
221 201 19 
221 200 19 
220 199 19 
219 198 19 
218 198 19 
217 198 19 
216 197 19 
215 197 19 
214 197 19 
213 198 19 
212 199 19 
211 200 19 
211 201 19 
211 202 19 
211 203 19 
211 204 19 
211 205 19 
211 206 19 
212 207 19 
213 208 19 
214 209 19 
214 210 19 
214 211 19 
214 212 19 
214 213 19 
214 214 19 
214 215 19 
213 216 19 
212 217 19 
211 218 19 
211 219 19 
211 220 19 
211 221 19 
211 222 19 
211 223 19 
211 224 19 
212 225 19 
213 225 19 
214 226 19 
215 227 19 
216 227 19 
V
Segmentation 1
289 236 19 
290 235 19 
291 234 19 
292 233 19 
293 232 19 
293 231 19 
293 230 19 
292 229 19 
292 228 19 
292 227 19 
292 226 19 
292 225 19 
292 224 19 
292 223 19 
292 222 19 
291 221 19 
290 220 19 
290 219 19 
290 218 19 
290 217 19 
289 216 19 
288 215 19 
287 215 19 
287 214 19 
287 213 19 
287 212 19 
287 211 19 
287 210 19 
286 209 19 
286 208 19 
286 207 19 
286 206 19 
285 205 19 
284 205 19 
283 205 19 
282 205 19 
281 205 19 
280 205 19 
279 206 19 
278 207 19 
277 207 19 
276 208 19 
277 209 19 
277 210 19 
277 211 19 
277 212 19 
277 213 19 
277 214 19 
278 215 19 
279 215 19 
280 215 19 
281 216 19 
281 217 19 
282 218 19 
282 219 19 
282 220 19 
282 221 19 
282 222 19 
282 223 19 
282 224 19 
282 225 19 
282 226 19 
282 227 19 
282 228 19 
282 229 19 
282 230 19 
281 231 19 
281 232 19 
281 233 19 
282 234 19 
283 234 19 
284 234 19 
285 235 19 
286 235 19 
287 236 19 
288 236 19 
289 236 19 
V
Segmentation 2
200 234 19 
201 233 19 
202 233 19 
203 232 19 
204 232 19 
205 232 19 
206 232 19 
207 232 19 
208 231 19 
208 230 19 
208 229 19 
208 228 19 
209 227 19 
208 226 19 
207 225 19 
206 225 19 
205 224 19 
204 224 19 
203 224 19 
202 224 19 
201 224 19 
200 225 19 
199 226 19 
199 227 19 
199 228 19 
199 229 19 
199 230 19 
199 231 19 
199 232 19 
199 233 19 
200 234 19 
V
Segmentation 0
305 217 20 
306 216 20 
306 215 20 
305 214 20 
305 213 20 
305 212 20 
305 211 20 
304 210 20 
303 209 20 
302 208 20 
301 207 20 
300 207 20 
299 207 20 
298 207 20 
297 208 20 
296 209 20 
296 210 20 
296 211 20 
296 212 20 
295 213 20 
295 214 20 
296 215 20 
297 216 20 
298 217 20 
299 217 20 
300 217 20 
301 217 20 
302 217 20 
303 217 20 
304 217 20 
305 217 20 
V
Segmentation 1
225 243 20 
226 242 20 
226 241 20 
226 240 20 
226 239 20 
226 238 20 
225 237 20 
225 236 20 
225 235 20 
224 234 20 
224 233 20 
224 232 20 
224 231 20 
224 230 20 
224 229 20 
224 228 20 
224 227 20 
224 226 20 
224 225 20 
224 224 20 
223 223 20 
223 222 20 
223 221 20 
222 220 20 
222 219 20 
222 218 20 
222 217 20 
221 216 20 
220 215 20 
219 215 20 
218 215 20 
217 214 20 
216 214 20 
215 214 20 
214 215 20 
213 215 20 
212 216 20 
212 217 20 
212 218 20 
212 219 20 
212 220 20 
212 221 20 
212 222 20 
212 223 20 
213 224 20 
214 225 20 
214 226 20 
214 227 20 
214 228 20 
214 229 20 
214 230 20 
214 231 20 
214 232 20 
215 233 20 
216 233 20 
217 234 20 
217 235 20 
217 236 20 
217 237 20 
217 238 20 
217 239 20 
217 240 20 
217 241 20 
218 242 20 
219 242 20 
220 242 20 
221 243 20 
222 243 20 
223 243 20 
224 243 20 
225 243 20 
V
Segmentation 2
285 261 20 
286 260 20 
287 259 20 
287 258 20 
288 257 20 
288 256 20 
289 255 20 
289 254 20 
289 253 20 
288 252 20 
288 251 20 
289 250 20 
290 250 20 
291 249 20 
291 248 20 
292 247 20 
292 246 20 
292 245 20 
292 244 20 
291 243 20 
290 243 20 
289 242 20 
289 241 20 
289 240 20 
289 239 20 
289 238 20 
289 237 20 
289 236 20 
290 235 20 
290 234 20 
291 233 20 
292 232 20 
292 231 20 
292 230 20 
292 229 20 
292 228 20 
292 227 20 
292 226 20 
291 225 20 
290 224 20 
290 223 20 
291 222 20 
290 221 20 
289 220 20 
289 219 20 
288 218 20 
289 217 20 
289 216 20 
288 215 20 
287 214 20 
286 215 20 
285 215 20 
284 215 20 
283 215 20 
282 216 20 
281 216 20 
280 217 20 
280 218 20 
280 219 20 
280 220 20 
280 221 20 
280 222 20 
280 223 20 
280 224 20 
280 225 20 
280 226 20 
280 227 20 
281 228 20 
281 229 20 
281 230 20 
282 231 20 
282 232 20 
281 233 20 
281 234 20 
280 235 20 
280 236 20 
280 237 20 
280 238 20 
280 239 20 
280 240 20 
280 241 20 
280 242 20 
280 243 20 
280 244 20 
280 245 20 
280 246 20 
280 247 20 
280 248 20 
280 249 20 
280 250 20 
280 251 20 
280 252 20 
280 253 20 
280 254 20 
280 255 20 
280 256 20 
279 257 20 
280 258 20 
281 259 20 
282 260 20 
283 261 20 
284 261 20 
285 261 20 
V
Segmentation 3
171 252 20 
172 251 20 
173 251 20 
174 250 20 
175 250 20 
176 249 20 
176 248 20 
176 247 20 
175 246 20 
175 245 20 
174 244 20 
174 243 20 
173 242 20 
172 241 20 
171 240 20 
170 240 20 
169 240 20 
168 240 20 
167 240 20 
166 241 20 
166 242 20 
166 243 20 
166 244 20 
166 245 20 
165 246 20 
165 247 20 
165 248 20 
165 249 20 
166 250 20 
167 250 20 
168 251 20 
169 251 20 
170 252 20 
171 252 20 
V
Segmentation 4
224 277 20 
225 276 20 
225 275 20 
226 274 20 
226 273 20 
227 272 20 
227 271 20 
227 270 20 
227 269 20 
226 268 20 
226 267 20 
226 266 20 
225 265 20 
225 264 20 
225 263 20 
225 262 20 
225 261 20 
226 260 20 
227 259 20 
228 259 20 
229 258 20 
229 257 20 
228 256 20 
227 255 20 
227 254 20 
227 253 20 
227 252 20 
227 251 20 
227 250 20 
226 249 20 
225 249 20 
224 250 20 
223 250 20 
222 251 20 
221 251 20 
220 252 20 
220 253 20 
220 254 20 
220 255 20 
219 256 20 
219 257 20 
219 258 20 
218 258 20 
217 259 20 
216 259 20 
215 260 20 
215 261 20 
215 262 20 
215 263 20 
215 264 20 
215 265 20 
215 266 20 
215 267 20 
216 268 20 
217 268 20 
218 269 20 
218 270 20 
218 271 20 
218 272 20 
218 273 20 
218 274 20 
219 275 20 
220 276 20 
221 276 20 
222 277 20 
223 277 20 
224 277 20 
V
Segmentation 5
291 321 20 
292 320 20 
293 320 20 
294 319 20 
293 318 20 
293 317 20 
293 316 20 
293 315 20 
293 314 20 
294 313 20 
293 312 20 
292 312 20 
291 311 20 
290 310 20 
290 309 20 
290 308 20 
290 307 20 
290 306 20 
289 305 20 
289 304 20 
290 304 20 
291 303 20 
292 303 20 
293 302 20 
294 301 20 
294 300 20 
294 299 20 
294 298 20 
294 297 20 
294 296 20 
294 295 20 
293 294 20 
292 294 20 
291 293 20 
290 293 20 
289 292 20 
289 291 20 
289 290 20 
289 289 20 
288 288 20 
288 287 20 
288 286 20 
288 285 20 
287 284 20 
287 283 20 
287 282 20 
287 281 20 
287 280 20 
287 279 20 
287 278 20 
287 277 20 
286 276 20 
285 276 20 
284 275 20 
283 275 20 
282 275 20 
281 274 20 
280 273 20 
279 274 20 
279 275 20 
279 276 20 
279 277 20 
279 278 20 
279 279 20 
279 280 20 
279 281 20 
279 282 20 
280 283 20 
280 284 20 
280 285 20 
281 286 20 
281 287 20 
282 288 20 
282 289 20 
282 290 20 
282 291 20 
282 292 20 
282 293 20 
283 294 20 
283 295 20 
283 296 20 
283 297 20 
283 298 20 
283 299 20 
283 300 20 
283 301 20 
283 302 20 
283 303 20 
284 304 20 
284 305 20 
284 306 20 
284 307 20 
284 308 20 
284 309 20 
285 310 20 
285 311 20 
285 312 20 
286 313 20 
286 314 20 
286 315 20 
286 316 20 
286 317 20 
286 318 20 
286 319 20 
287 320 20 
288 321 20 
289 321 20 
290 321 20 
291 321 20 
V
Segmentation 6
215 310 20 
216 309 20 
216 308 20 
216 307 20 
217 306 20 
217 305 20 
217 304 20 
218 303 20 
218 302 20 
218 301 20 
218 300 20 
218 299 20 
218 298 20 
219 297 20 
219 296 20 
220 295 20 
220 294 20 
220 293 20 
221 292 20 
221 291 20 
221 290 20 
221 289 20 
221 288 20 
221 287 20 
221 286 20 
220 285 20 
219 285 20 
218 284 20 
217 284 20 
216 284 20 
215 283 20 
214 284 20 
213 284 20 
212 285 20 
211 286 20 
211 287 20 
211 288 20 
211 289 20 
211 290 20 
211 291 20 
210 292 20 
209 292 20 
208 293 20 
207 294 20 
207 295 20 
207 296 20 
207 297 20 
207 298 20 
207 299 20 
207 300 20 
208 301 20 
208 302 20 
208 303 20 
209 304 20 
209 305 20 
209 306 20 
209 307 20 
210 308 20 
210 309 20 
211 310 20 
212 310 20 
213 310 20 
214 310 20 
215 310 20 
V
Segmentation 7
164 364 20 
165 363 20 
166 363 20 
167 362 20 
168 361 20 
168 360 20 
169 359 20 
169 358 20 
170 357 20 
170 356 20 
170 355 20 
169 354 20 
168 354 20 
167 353 20 
167 352 20 
166 351 20 
165 351 20 
164 351 20 
163 352 20 
162 353 20 
161 353 20 
160 354 20 
159 355 20 
160 356 20 
160 357 20 
160 358 20 
160 359 20 
160 360 20 
160 361 20 
160 362 20 
160 363 20 
161 364 20 
162 364 20 
163 364 20 
164 364 20 
V
Segmentation 0
280 251 21 
281 250 21 
281 249 21 
282 248 21 
283 248 21 
284 248 21 
285 248 21 
286 249 21 
287 249 21 
288 249 21 
289 249 21 
290 249 21 
291 250 21 
292 249 21 
292 248 21 
292 247 21 
292 246 21 
292 245 21 
292 244 21 
292 243 21 
292 242 21 
292 241 21 
292 240 21 
291 239 21 
290 238 21 
289 237 21 
289 236 21 
290 236 21 
291 235 21 
292 234 21 
291 233 21 
290 232 21 
289 232 21 
288 232 21 
287 231 21 
286 231 21 
285 230 21 
284 231 21 
283 231 21 
282 232 21 
282 233 21 
281 234 21 
281 235 21 
281 236 21 
281 237 21 
282 238 21 
281 239 21 
280 240 21 
279 240 21 
278 240 21 
277 240 21 
276 241 21 
275 241 21 
274 242 21 
274 243 21 
274 244 21 
274 245 21 
274 246 21 
275 247 21 
275 248 21 
276 249 21 
277 249 21 
278 250 21 
279 250 21 
280 251 21 
V
Segmentation 1
220 288 21 
221 287 21 
221 286 21 
222 285 21 
222 284 21 
222 283 21 
222 282 21 
222 281 21 
222 280 21 
222 279 21 
222 278 21 
222 277 21 
222 276 21 
222 275 21 
223 274 21 
223 273 21 
224 272 21 
224 271 21 
224 270 21 
224 269 21 
224 268 21 
224 267 21 
224 266 21 
224 265 21 
224 264 21 
