Segmentation 0
274 213 8 
275 212 8 
276 211 8 
277 210 8 
278 209 8 
279 208 8 
280 207 8 
281 206 8 
280 205 8 
279 204 8 
278 203 8 
277 202 8 
276 201 8 
275 201 8 
274 202 8 
273 202 8 
272 203 8 
271 204 8 
270 204 8 
269 205 8 
269 206 8 
269 207 8 
269 208 8 
269 209 8 
270 210 8 
270 211 8 
271 212 8 
272 212 8 
273 213 8 
274 213 8 
V
Segmentation 0
150 243 9 
151 242 9 
151 241 9 
151 240 9 
151 239 9 
151 238 9 
151 237 9 
151 236 9 
151 235 9 
151 234 9 
150 233 9 
149 233 9 
148 232 9 
147 231 9 
146 231 9 
145 232 9 
145 233 9 
144 234 9 
144 235 9 
143 236 9 
142 237 9 
142 238 9 
142 239 9 
143 240 9 
143 241 9 
143 242 9 
144 243 9 
145 243 9 
146 243 9 
147 243 9 
148 243 9 
149 243 9 
150 243 9 
V
Segmentation 0
134 263 10 
135 262 10 
136 262 10 
137 261 10 
138 260 10 
138 259 10 
139 258 10 
139 257 10 
139 256 10 
139 255 10 
140 254 10 
140 253 10 
140 252 10 
140 251 10 
141 250 10 
141 249 10 
141 248 10 
141 247 10 
141 246 10 
141 245 10 
140 244 10 
140 243 10 
140 242 10 
139 241 10 
139 240 10 
139 239 10 
139 238 10 
138 237 10 
138 236 10 
137 235 10 
136 234 10 
136 233 10 
135 232 10 
134 231 10 
133 230 10 
132 229 10 
131 229 10 
130 228 10 
129 227 10 
128 227 10 
127 227 10 
126 228 10 
126 229 10 
125 230 10 
125 231 10 
125 232 10 
124 233 10 
124 234 10 
124 235 10 
124 236 10 
124 237 10 
124 238 10 
123 239 10 
123 240 10 
123 241 10 
123 242 10 
124 243 10 
124 244 10 
124 245 10 
124 246 10 
125 247 10 
125 248 10 
125 249 10 
125 250 10 
125 251 10 
125 252 10 
125 253 10 
125 254 10 
126 255 10 
127 256 10 
127 257 10 
127 258 10 
128 259 10 
128 260 10 
129 261 10 
130 262 10 
131 262 10 
132 263 10 
133 263 10 
134 263 10 
V
Segmentation 1
122 263 10 
123 262 10 
124 261 10 
125 261 10 
126 260 10 
126 259 10 
126 258 10 
126 257 10 
125 256 10 
125 255 10 
124 254 10 
123 253 10 
122 253 10 
121 253 10 
120 252 10 
119 252 10 
118 253 10 
118 254 10 
117 255 10 
117 256 10 
116 257 10 
116 258 10 
116 259 10 
117 260 10 
118 261 10 
119 262 10 
120 263 10 
121 263 10 
