Segmentation 0
235 296 7 
236 295 7 
237 295 7 
238 294 7 
238 293 7 
239 292 7 
239 291 7 
238 290 7 
237 289 7 
236 288 7 
235 288 7 
234 288 7 
233 288 7 
232 288 7 
232 287 7 
231 286 7 
230 285 7 
229 285 7 
228 284 7 
227 283 7 
226 283 7 
225 282 7 
224 282 7 
223 282 7 
222 283 7 
221 284 7 
220 284 7 
219 283 7 
218 283 7 
217 282 7 
216 282 7 
215 282 7 
214 283 7 
213 284 7 
213 285 7 
213 286 7 
212 286 7 
211 287 7 
211 288 7 
211 289 7 
211 290 7 
212 291 7 
213 292 7 
214 293 7 
215 293 7 
216 293 7 
217 293 7 
218 293 7 
219 292 7 
220 291 7 
221 292 7 
222 292 7 
223 293 7 
224 294 7 
225 294 7 
226 293 7 
227 293 7 
228 292 7 
229 292 7 
230 292 7 
231 292 7 
231 293 7 
232 294 7 
232 295 7 
233 296 7 
234 296 7 
235 296 7 
V
Segmentation 1
231 309 7 
232 308 7 
233 307 7 
234 306 7 
234 305 7 
234 304 7 
234 303 7 
234 302 7 
233 301 7 
232 301 7 
231 300 7 
230 300 7 
229 300 7 
228 301 7 
227 302 7 
227 303 7 
227 304 7 
227 305 7 
227 306 7 
227 307 7 
228 308 7 
229 308 7 
230 309 7 
231 309 7 
V
Segmentation 0
122 243 8 
123 242 8 
124 242 8 
125 241 8 
125 240 8 
126 239 8 
126 238 8 
126 237 8 
127 236 8 
127 235 8 
128 234 8 
128 233 8 
127 232 8 
126 231 8 
125 231 8 
124 230 8 
123 229 8 
122 228 8 
121 228 8 
120 228 8 
119 229 8 
118 230 8 
118 231 8 
118 232 8 
118 233 8 
118 234 8 
118 235 8 
117 236 8 
116 237 8 
116 238 8 
116 239 8 
117 240 8 
118 241 8 
119 242 8 
120 242 8 
121 242 8 
122 243 8 
V
Segmentation 1
213 287 8 
214 286 8 
215 286 8 
216 285 8 
217 284 8 
218 284 8 
219 283 8 
219 282 8 
220 282 8 
221 281 8 
221 280 8 
221 279 8 
221 278 8 
220 277 8 
219 277 8 
218 276 8 
217 276 8 
216 275 8 
215 275 8 
214 275 8 
213 274 8 
212 274 8 
211 274 8 
210 274 8 
209 274 8 
208 274 8 
207 274 8 
206 274 8 
205 274 8 
204 274 8 
203 273 8 
202 273 8 
201 273 8 
200 273 8 
199 273 8 
198 273 8 
197 273 8 
196 273 8 
195 274 8 
195 275 8 
194 276 8 
194 277 8 
194 278 8 
194 279 8 
195 280 8 
195 281 8 
195 282 8 
196 283 8 
197 284 8 
198 285 8 
199 285 8 
200 286 8 
201 286 8 
202 286 8 
203 287 8 
204 287 8 
205 287 8 
206 287 8 
207 287 8 
208 287 8 
209 287 8 
210 287 8 
211 287 8 
212 287 8 
213 287 8 
V
Segmentation 2
236 288 8 
237 287 8 
237 286 8 
237 285 8 
238 284 8 
238 283 8 
239 282 8 
238 281 8 
237 281 8 
236 280 8 
235 280 8 
234 280 8 
233 280 8 
232 279 8 
232 278 8 
232 277 8 
232 276 8 
231 275 8 
230 274 8 
229 274 8 
228 275 8 
227 276 8 
226 277 8 
225 277 8 
224 278 8 
223 279 8 
223 280 8 
223 281 8 
224 282 8 
225 283 8 
226 283 8 
227 284 8 
228 284 8 
228 285 8 
228 286 8 
229 287 8 
230 288 8 
231 288 8 
232 288 8 
233 288 8 
234 288 8 
235 288 8 
236 288 8 
V
Segmentation 0
157 143 13 
158 142 13 
159 141 13 
159 140 13 
159 139 13 
158 138 13 
157 137 13 
157 136 13 
157 135 13 
157 134 13 
156 133 13 
155 132 13 
154 133 13 
153 134 13 
152 135 13 
151 136 13 
151 137 13 
151 138 13 
150 139 13 
150 140 13 
150 141 13 
151 142 13 
152 142 13 
153 142 13 
154 142 13 
155 142 13 
156 142 13 
157 143 13 
V
Segmentation 1
138 163 13 
139 162 13 
140 162 13 
