Segmentation 0
250 418 11 
251 417 11 
252 417 11 
253 416 11 
253 415 11 
253 414 11 
254 413 11 
254 412 11 
254 411 11 
255 410 11 
255 409 11 
256 408 11 
257 407 11 
257 406 11 
258 405 11 
258 404 11 
258 403 11 
258 402 11 
259 402 11 
260 401 11 
260 400 11 
260 399 11 
260 398 11 
260 397 11 
260 396 11 
259 395 11 
258 394 11 
257 394 11 
256 393 11 
255 393 11 
254 393 11 
253 393 11 
252 394 11 
251 394 11 
250 394 11 
249 394 11 
248 393 11 
247 393 11 
246 394 11 
245 394 11 
244 395 11 
243 396 11 
243 397 11 
243 398 11 
243 399 11 
243 400 11 
243 401 11 
243 402 11 
244 403 11 
245 404 11 
246 405 11 
246 406 11 
246 407 11 
246 408 11 
245 409 11 
245 410 11 
245 411 11 
245 412 11 
244 413 11 
244 414 11 
244 415 11 
245 416 11 
245 417 11 
246 418 11 
247 418 11 
248 418 11 
249 418 11 
250 418 11 
V
Segmentation 0
259 396 12 
260 395 12 
261 394 12 
262 394 12 
263 394 12 
264 393 12 
264 392 12 
265 391 12 
265 390 12 
265 389 12 
265 388 12 
266 387 12 
267 386 12 
267 385 12 
267 384 12 
267 383 12 
267 382 12 
267 381 12 
267 380 12 
266 379 12 
265 379 12 
264 378 12 
263 378 12 
262 377 12 
261 376 12 
260 375 12 
260 374 12 
259 373 12 
259 372 12 
258 371 12 
257 371 12 
256 372 12 
255 372 12 
254 373 12 
254 374 12 
253 375 12 
253 376 12 
253 377 12 
253 378 12 
252 379 12 
253 380 12 
254 380 12 
255 381 12 
256 381 12 
257 382 12 
258 382 12 
258 383 12 
258 384 12 
258 385 12 
258 386 12 
257 387 12 
256 388 12 
255 389 12 
255 390 12 
254 391 12 
254 392 12 
255 393 12 
256 393 12 
257 394 12 
258 395 12 
259 396 12 
V
Segmentation 1
250 418 12 
251 417 12 
252 417 12 
253 416 12 
254 415 12 
254 414 12 
255 413 12 
256 412 12 
257 411 12 
258 410 12 
259 409 12 
260 408 12 
260 407 12 
261 406 12 
261 405 12 
261 404 12 
261 403 12 
260 402 12 
259 401 12 
258 401 12 
257 401 12 
256 401 12 
255 401 12 
254 401 12 
254 400 12 
253 399 12 
252 398 12 
251 398 12 
250 398 12 
250 397 12 
249 396 12 
248 396 12 
247 396 12 
246 396 12 
245 395 12 
244 395 12 
243 394 12 
242 394 12 
241 393 12 
240 393 12 
239 392 12 
238 392 12 
237 393 12 
236 394 12 
235 394 12 
234 395 12 
234 396 12 
235 397 12 
235 398 12 
235 399 12 
236 400 12 
236 401 12 
