Segmentation 0
265 369 7 
266 368 7 
267 368 7 
268 367 7 
269 366 7 
270 366 7 
271 365 7 
272 364 7 
272 363 7 
271 362 7 
271 361 7 
271 360 7 
270 359 7 
269 358 7 
268 358 7 
267 359 7 
266 359 7 
265 359 7 
264 360 7 
263 360 7 
262 360 7 
261 361 7 
261 362 7 
261 363 7 
262 364 7 
262 365 7 
262 366 7 
262 367 7 
262 368 7 
263 369 7 
264 369 7 
265 369 7 
V
Segmentation 0
224 323 8 
225 322 8 
226 322 8 
227 321 8 
228 320 8 
229 320 8 
230 319 8 
231 318 8 
232 318 8 
233 317 8 
234 316 8 
235 316 8 
236 315 8 
237 314 8 
238 313 8 
238 312 8 
239 311 8 
240 310 8 
240 309 8 
240 308 8 
240 307 8 
240 306 8 
240 305 8 
240 304 8 
240 303 8 
240 302 8 
239 301 8 
239 300 8 
239 299 8 
238 298 8 
238 297 8 
237 296 8 
236 295 8 
235 294 8 
234 293 8 
233 292 8 
232 291 8 
231 290 8 
230 290 8 
229 290 8 
228 290 8 
227 289 8 
226 289 8 
225 289 8 
224 289 8 
223 289 8 
222 289 8 
221 289 8 
220 289 8 
219 289 8 
218 289 8 
217 289 8 
216 289 8 
215 289 8 
214 289 8 
213 289 8 
212 289 8 
211 289 8 
210 289 8 
209 289 8 
208 290 8 
207 291 8 
206 292 8 
206 293 8 
206 294 8 
205 295 8 
205 296 8 
205 297 8 
205 298 8 
205 299 8 
205 300 8 
205 301 8 
205 302 8 
205 303 8 
205 304 8 
205 305 8 
205 306 8 
205 307 8 
205 308 8 
205 309 8 
206 310 8 
206 311 8 
207 312 8 
208 313 8 
209 314 8 
210 315 8 
211 316 8 
212 317 8 
213 318 8 
214 319 8 
215 320 8 
216 320 8 
217 320 8 
218 321 8 
219 321 8 
220 322 8 
221 323 8 
222 323 8 
223 323 8 
224 323 8 
V
Segmentation 1
177 373 8 
178 372 8 
179 371 8 
180 371 8 
181 371 8 
182 370 8 
182 369 8 
182 368 8 
181 367 8 
181 366 8 
181 365 8 
181 364 8 
181 363 8 
181 362 8 
182 361 8 
182 360 8 
182 359 8 
182 358 8 
182 357 8 
183 356 8 
182 355 8 
182 354 8 
182 353 8 
182 352 8 
182 351 8 
181 350 8 
180 349 8 
179 348 8 
178 349 8 
177 349 8 
176 349 8 
175 349 8 
174 350 8 
174 351 8 
174 352 8 
173 353 8 
173 354 8 
173 355 8 
174 356 8 
173 357 8 
173 358 8 
173 359 8 
173 360 8 
173 361 8 
173 362 8 
172 363 8 
171 364 8 
171 365 8 
171 366 8 
171 367 8 
171 368 8 
171 369 8 
172 370 8 
173 371 8 
174 371 8 
175 372 8 
176 373 8 
177 373 8 
V
Segmentation 0
226 317 9 
227 316 9 
228 316 9 
229 316 9 
230 316 9 
231 316 9 
232 316 9 
233 315 9 
234 315 9 
235 315 9 
236 314 9 
237 314 9 
238 314 9 
239 314 9 
240 314 9 
241 313 9 
242 313 9 
243 312 9 
244 312 9 
245 311 9 
246 310 9 
247 309 9 
248 308 9 
248 307 9 
248 306 9 
248 305 9 
247 304 9 
247 303 9 
246 302 9 
245 301 9 
244 300 9 
244 299 9 
243 298 9 
242 298 9 
241 297 9 
240 296 9 
239 295 9 
238 294 9 
237 293 9 
236 293 9 
235 292 9 
234 291 9 
233 291 9 
232 291 9 
231 291 9 
230 291 9 
229 291 9 
228 291 9 
227 291 9 
226 291 9 
225 291 9 
224 291 9 
223 291 9 
222 292 9 
221 292 9 
220 292 9 
219 292 9 
218 292 9 
217 292 9 
216 293 9 
215 293 9 
214 293 9 
213 293 9 
212 293 9 
211 293 9 
210 293 9 
209 293 9 
208 293 9 
207 293 9 
206 293 9 
205 294 9 
204 295 9 
203 296 9 
202 297 9 
201 298 9 
201 299 9 
200 300 9 
200 301 9 
199 302 9 
199 303 9 
199 304 9 
199 305 9 
199 306 9 
199 307 9 
199 308 9 
199 309 9 
200 310 9 
201 311 9 
202 312 9 
203 313 9 
204 314 9 
205 315 9 
206 315 9 
207 316 9 
208 316 9 
209 317 9 
210 317 9 
211 317 9 
212 317 9 
213 317 9 
214 317 9 
215 317 9 
216 317 9 
217 317 9 
218 317 9 
219 317 9 
220 317 9 
221 317 9 
222 317 9 
223 317 9 
224 317 9 
225 317 9 
226 317 9 
V
Segmentation 0
241 306 10 
242 305 10 
243 304 10 
244 303 10 
244 302 10 
245 301 10 
245 300 10 
245 299 10 
246 298 10 
246 297 10 
246 296 10 
246 295 10 
245 294 10 
245 293 10 
244 292 10 
243 291 10 
242 290 10 
241 289 10 
240 288 10 
239 287 10 
238 287 10 
237 286 10 
236 286 10 
235 286 10 
234 285 10 
233 285 10 
232 285 10 
231 285 10 
230 285 10 
229 286 10 
228 287 10 
227 288 10 
226 289 10 
226 290 10 
226 291 10 
226 292 10 
226 293 10 
226 294 10 
227 295 10 
227 296 10 
227 297 10 
228 298 10 
229 299 10 
229 300 10 
229 301 10 
230 302 10 
231 303 10 
232 304 10 
233 305 10 
234 306 10 
235 306 10 
236 306 10 
237 306 10 
238 306 10 
239 306 10 
240 306 10 
241 306 10 
V
Segmentation 1
208 308 10 
209 307 10 
210 306 10 
211 305 10 
212 304 10 
212 303 10 
213 302 10 
214 301 10 
214 300 10 
214 299 10 
215 298 10 
215 297 10 
215 296 10 
215 295 10 
215 294 10 
215 293 10 
214 292 10 
214 291 10 
213 290 10 
212 289 10 
211 288 10 
210 287 10 
209 287 10 
208 287 10 
207 288 10 
206 289 10 
205 290 10 
204 291 10 
203 292 10 
202 293 10 
202 294 10 
201 295 10 
201 296 10 
201 297 10 
200 298 10 
200 299 10 
200 300 10 
200 301 10 
200 302 10 
200 303 10 
200 304 10 
201 305 10 
202 306 10 
203 307 10 
204 308 10 
205 308 10 
206 308 10 
207 308 10 
208 308 10 
V
Segmentation 0
254 209 13 
255 208 13 
255 207 13 
256 206 13 
256 205 13 
257 204 13 
257 203 13 
256 202 13 
256 201 13 
257 200 13 
257 199 13 
256 198 13 
255 197 13 
254 196 13 
253 195 13 
252 196 13 
251 196 13 
250 197 13 
249 198 13 
248 199 13 
248 200 13 
248 201 13 
248 202 13 
248 203 13 
247 204 13 
248 205 13 
249 206 13 
