Segmentation 0
215 320 8 
216 319 8 
217 318 8 
218 317 8 
218 316 8 
218 315 8 
219 314 8 
219 313 8 
219 312 8 
219 311 8 
219 310 8 
219 309 8 
219 308 8 
219 307 8 
219 306 8 
219 305 8 
219 304 8 
218 303 8 
218 302 8 
217 301 8 
216 300 8 
215 299 8 
214 299 8 
213 298 8 
212 298 8 
211 298 8 
210 298 8 
209 298 8 
208 298 8 
207 298 8 
206 298 8 
205 298 8 
204 299 8 
203 299 8 
202 299 8 
201 300 8 
200 300 8 
199 301 8 
198 302 8 
197 302 8 
196 303 8 
196 304 8 
195 305 8 
194 306 8 
193 307 8 
193 308 8 
192 309 8 
192 310 8 
191 311 8 
191 312 8 
191 313 8 
192 314 8 
193 315 8 
194 316 8 
195 317 8 
196 317 8 
197 318 8 
198 318 8 
199 319 8 
200 319 8 
201 319 8 
202 319 8 
203 319 8 
204 319 8 
205 319 8 
206 320 8 
207 320 8 
208 320 8 
209 320 8 
210 320 8 
211 320 8 
212 320 8 
213 320 8 
214 320 8 
215 320 8 
V
Segmentation 0
185 326 9 
186 325 9 
187 325 9 
188 325 9 
189 325 9 
190 324 9 
190 323 9 
191 322 9 
192 321 9 
193 322 9 
194 322 9 
195 322 9 
196 322 9 
197 322 9 
198 321 9 
198 320 9 
198 319 9 
198 318 9 
198 317 9 
198 316 9 
197 315 9 
198 314 9 
198 313 9 
197 312 9 
196 311 9 
196 310 9 
195 309 9 
195 308 9 
195 307 9 
196 306 9 
197 305 9 
197 304 9 
197 303 9 
197 302 9 
196 301 9 
195 300 9 
194 299 9 
193 299 9 
192 298 9 
191 298 9 
190 298 9 
189 299 9 
188 300 9 
187 301 9 
187 302 9 
187 303 9 
187 304 9 
187 305 9 
187 306 9 
188 307 9 
189 307 9 
190 308 9 
191 309 9 
190 310 9 
190 311 9 
189 312 9 
189 313 9 
189 314 9 
189 315 9 
188 315 9 
187 315 9 
186 315 9 
185 315 9 
184 315 9 
183 315 9 
182 315 9 
181 316 9 
181 317 9 
181 318 9 
180 319 9 
180 320 9 
180 321 9 
181 322 9 
182 323 9 
183 324 9 
184 325 9 
185 326 9 
V
Segmentation 1
225 323 9 
226 322 9 
227 322 9 
228 321 9 
228 320 9 
228 319 9 
228 318 9 
228 317 9 
227 316 9 
226 315 9 
225 314 9 
224 314 9 
224 313 9 
225 313 9 
226 312 9 
227 311 9 
227 310 9 
227 309 9 
226 308 9 
227 308 9 
228 307 9 
229 306 9 
229 305 9 
229 304 9 
229 303 9 
229 302 9 
229 301 9 
228 300 9 
227 299 9 
226 298 9 
225 298 9 
224 298 9 
223 299 9 
222 299 9 
221 300 9 
220 300 9 
219 301 9 
219 302 9 
219 303 9 
218 304 9 
219 305 9 
219 306 9 
218 307 9 
217 307 9 
216 308 9 
215 309 9 
214 310 9 
214 311 9 
215 312 9 
216 313 9 
217 314 9 
218 314 9 
219 315 9 
219 316 9 
219 317 9 
219 318 9 
218 319 9 
218 320 9 
218 321 9 
219 322 9 
220 322 9 
221 322 9 
222 323 9 
223 323 9 
224 323 9 
225 323 9 
V
Segmentation 0
217 320 10 
218 319 10 
219 319 10 
220 319 10 
221 319 10 
222 319 10 
223 318 10 
