Segmentation 0
186 393 13 
187 392 13 
188 391 13 
189 390 13 
189 389 13 
190 388 13 
190 387 13 
190 386 13 
189 385 13 
188 384 13 
187 383 13 
186 383 13 
185 383 13 
184 383 13 
183 383 13 
182 383 13 
181 383 13 
180 383 13 
179 384 13 
178 385 13 
178 386 13 
178 387 13 
178 388 13 
179 389 13 
179 390 13 
180 391 13 
181 392 13 
182 392 13 
183 393 13 
184 393 13 
185 393 13 
186 393 13 
V
Segmentation 1
262 402 13 
263 401 13 
264 401 13 
265 400 13 
266 399 13 
267 398 13 
267 397 13 
268 396 13 
268 395 13 
269 394 13 
269 393 13 
269 392 13 
268 391 13 
267 390 13 
266 389 13 
265 389 13 
264 388 13 
263 388 13 
262 388 13 
261 388 13 
260 389 13 
259 389 13 
258 390 13 
257 391 13 
257 392 13 
256 393 13 
256 394 13 
256 395 13 
256 396 13 
256 397 13 
256 398 13 
256 399 13 
257 400 13 
257 401 13 
258 402 13 
259 402 13 
260 402 13 
261 402 13 
262 402 13 
V
Segmentation 0
262 396 14 
263 395 14 
264 395 14 
265 394 14 
266 394 14 
267 393 14 
268 393 14 
269 392 14 
270 392 14 
271 392 14 
272 391 14 
273 390 14 
274 389 14 
275 388 14 
276 387 14 
276 386 14 
277 385 14 
277 384 14 
278 383 14 
279 382 14 
280 381 14 
280 380 14 
281 379 14 
282 378 14 
282 377 14 
283 376 14 
283 375 14 
283 374 14 
282 373 14 
281 372 14 
280 373 14 
279 373 14 
278 374 14 
277 375 14 
276 376 14 
275 377 14 
275 378 14 
274 379 14 
274 380 14 
273 381 14 
273 382 14 
272 383 14 
271 384 14 
270 385 14 
270 386 14 
269 387 14 
268 388 14 
267 389 14 
266 390 14 
265 391 14 
264 391 14 
263 392 14 
262 392 14 
261 393 14 
260 393 14 
259 393 14 
258 394 14 
258 395 14 
259 396 14 
260 396 14 
261 396 14 
262 396 14 
V
Segmentation 1
186 396 14 
187 395 14 
187 394 14 
187 393 14 
186 392 14 
187 391 14 
188 390 14 
188 389 14 
189 388 14 
190 387 14 
190 386 14 
190 385 14 
189 384 14 
189 383 14 
189 382 14 
188 381 14 
187 380 14 
186 380 14 
185 380 14 
184 381 14 
183 381 14 
182 380 14 
181 381 14 
180 381 14 
179 382 14 
179 383 14 
180 384 14 
179 385 14 
178 386 14 
179 387 14 
179 388 14 
178 389 14 
178 390 14 
178 391 14 
179 392 14 
179 393 14 
179 394 14 
179 395 14 
180 396 14 
181 396 14 
182 396 14 
183 396 14 
184 396 14 
185 396 14 
186 396 14 
V
Segmentation 0
265 188 16 
266 187 16 
267 186 16 
268 185 16 
268 184 16 
268 183 16 
268 182 16 
268 181 16 
268 180 16 
268 179 16 
269 178 16 
269 177 16 
270 177 16 
271 177 16 
272 176 16 
273 175 16 
273 174 16 
273 173 16 
273 172 16 
273 171 16 
273 170 16 
272 169 16 
271 169 16 
270 168 16 
269 168 16 
268 168 16 
267 167 16 
267 166 16 
267 165 16 
268 164 16 
268 163 16 
268 162 16 
267 161 16 
266 161 16 
265 160 16 
264 159 16 
263 159 16 
262 158 16 
261 159 16 
260 160 16 
259 161 16 
258 162 16 
258 163 16 
258 164 16 
259 165 16 
259 166 16 
259 167 16 
260 168 16 
259 169 16 
258 170 16 
257 170 16 
256 171 16 
256 172 16 
257 173 16 
257 174 16 
257 175 16 
258 176 16 
259 177 16 
259 178 16 
259 179 16 
259 180 16 
259 181 16 
259 182 16 
260 183 16 
260 184 16 
261 185 16 
261 186 16 
261 187 16 
262 188 16 
263 188 16 
264 188 16 
265 188 16 
V
Segmentation 1
194 194 16 
195 193 16 
196 192 16 
197 191 16 
198 190 16 
199 189 16 
198 188 16 
197 187 16 
196 186 16 
195 185 16 
194 184 16 
194 183 16 
194 182 16 
194 181 16 
194 180 16 
194 179 16 
195 178 16 
196 178 16 
197 178 16 
198 178 16 
199 178 16 
200 179 16 
201 179 16 
202 179 16 
203 178 16 
204 177 16 
205 176 16 
206 175 16 
206 174 16 
206 173 16 
205 172 16 
205 171 16 
205 170 16 
204 169 16 
203 168 16 
202 168 16 
201 168 16 
200 169 16 
199 169 16 
198 169 16 
197 169 16 
196 168 16 
196 167 16 
196 166 16 
196 165 16 
196 164 16 
196 163 16 
196 162 16 
195 161 16 
194 160 16 
193 160 16 
192 159 16 
191 159 16 
190 159 16 
189 160 16 
188 160 16 
187 161 16 
186 162 16 
186 163 16 
186 164 16 
186 165 16 
186 166 16 
186 167 16 
186 168 16 
185 168 16 
184 169 16 
183 169 16 
182 170 16 
181 171 16 
181 172 16 
181 173 16 
181 174 16 
181 175 16 
181 176 16 
182 177 16 
183 178 16 
184 178 16 
185 179 16 
186 179 16 
186 180 16 
186 181 16 
186 182 16 
186 183 16 
185 184 16 
185 185 16 
186 186 16 
187 187 16 
187 188 16 
188 189 16 
188 190 16 
188 191 16 
188 192 16 
189 193 16 
190 193 16 
191 193 16 
192 194 16 
193 194 16 
194 194 16 
V
Segmentation 0
189 195 17 
190 194 17 
191 194 17 
192 194 17 
193 194 17 
194 193 17 
194 192 17 
193 191 17 
192 190 17 
191 189 17 
190 188 17 
190 187 17 
189 186 17 
189 185 17 
189 184 17 
189 183 17 
189 182 17 
189 181 17 
189 180 17 
189 179 17 
189 178 17 
190 177 17 
190 176 17 
191 175 17 
192 174 17 
193 173 17 
194 173 17 
195 173 17 
196 173 17 
197 173 17 
198 173 17 
199 173 17 
200 174 17 
201 174 17 
202 175 17 
203 174 17 
204 173 17 
204 172 17 
204 171 17 
205 170 17 
205 169 17 
204 168 17 
203 167 17 
202 166 17 
201 166 17 
200 166 17 
199 166 17 
198 166 17 
197 166 17 
196 166 17 
196 165 17 
196 164 17 
196 163 17 
196 162 17 
195 161 17 
195 160 17 
194 159 17 
193 159 17 
192 159 17 
191 159 17 
190 159 17 
189 160 17 
188 160 17 
187 161 17 
186 161 17 
185 161 17 
184 161 17 
183 160 17 
182 160 17 
181 160 17 
180 161 17 
179 162 17 
178 163 17 
178 164 17 
178 165 17 
178 166 17 
178 167 17 
178 168 17 
179 169 17 
180 170 17 
181 171 17 
182 171 17 
183 172 17 
183 173 17 
183 174 17 
183 175 17 
183 176 17 
182 177 17 
181 177 17 
180 178 17 
179 178 17 
178 179 17 
177 179 17 
176 180 17 
176 181 17 
176 182 17 
176 183 17 
177 184 17 
178 185 17 
179 185 17 
180 186 17 
181 187 17 
181 188 17 
181 189 17 
181 190 17 
181 191 17 
181 192 17 
182 193 17 
183 193 17 
184 194 17 
185 195 17 
186 195 17 
187 195 17 
188 195 17 
189 195 17 
V
Segmentation 1
268 194 17 
269 193 17 
269 192 17 
269 191 17 
269 190 17 
270 189 17 
271 189 17 
272 188 17 
271 187 17 
271 186 17 
270 185 17 
270 184 17 
270 183 17 
270 182 17 
269 181 17 
270 180 17 
270 179 17 
270 178 17 
271 177 17 
271 176 17 
271 175 17 
271 174 17 
270 173 17 
270 172 17 
270 171 17 
269 170 17 
268 169 17 
267 168 17 
267 167 17 
267 166 17 
266 165 17 
266 164 17 
266 163 17 
266 162 17 
265 161 17 
264 160 17 
263 160 17 
262 160 17 
261 160 17 
260 161 17 
259 161 17 
258 162 17 
257 163 17 
257 164 17 
257 165 17 
257 166 17 
256 167 17 
255 167 17 
254 167 17 
253 167 17 
252 167 17 
251 167 17 
250 167 17 
249 168 17 
249 169 17 
248 170 17 
248 171 17 
248 172 17 
248 173 17 
248 174 17 
249 175 17 
250 176 17 
251 175 17 
252 175 17 
253 174 17 
254 174 17 
255 174 17 
256 173 17 
257 173 17 
258 173 17 
259 174 17 
260 174 17 
261 175 17 
262 176 17 
262 177 17 
263 178 17 
263 179 17 
263 180 17 
264 181 17 
264 182 17 
264 183 17 
264 184 17 
264 185 17 
264 186 17 
264 187 17 
263 188 17 
263 189 17 
262 190 17 
262 191 17 
263 192 17 
264 193 17 
265 193 17 
266 193 17 
267 194 17 
268 194 17 
V
Segmentation 2
227 200 17 
228 199 17 
228 198 17 
229 197 17 
229 196 17 
229 195 17 
230 194 17 
230 193 17 
231 192 17 
231 191 17 
232 190 17 
231 189 17 
230 188 17 
229 187 17 
228 187 17 
228 186 17 
228 185 17 
227 184 17 
227 183 17 
227 182 17 
227 181 17 
226 180 17 
225 180 17 
224 180 17 
223 179 17 
222 179 17 
221 179 17 
221 178 17 
220 177 17 
219 176 17 
218 176 17 
217 176 17 
216 176 17 
215 176 17 
214 176 17 
213 176 17 
212 176 17 
211 177 17 
211 178 17 
210 179 17 
210 180 17 
211 181 17 
212 182 17 
213 183 17 
214 184 17 
215 184 17 
216 185 17 
217 185 17 
218 186 17 
219 187 17 
220 188 17 
220 189 17 
221 190 17 
221 191 17 
222 192 17 
222 193 17 
223 194 17 
223 195 17 
223 196 17 
223 197 17 
224 198 17 
224 199 17 
225 200 17 
226 200 17 
227 200 17 
V
Segmentation 3
201 245 17 
202 244 17 
203 244 17 
204 243 17 
205 243 17 
206 242 17 
207 242 17 
208 241 17 
209 240 17 
208 239 17 
208 238 17 
207 237 17 
207 236 17 
206 235 17 
206 234 17 
205 233 17 
205 232 17 
205 231 17 
206 230 17 
206 229 17 
206 228 17 
206 227 17 
206 226 17 
206 225 17 
206 224 17 
206 223 17 
207 222 17 
207 221 17 
207 220 17 
206 219 17 
205 218 17 
204 218 17 
203 218 17 
202 217 17 
201 217 17 
200 218 17 
199 219 17 
198 220 17 
198 221 17 
198 222 17 
198 223 17 
198 224 17 
198 225 17 
198 226 17 
197 227 17 
196 227 17 
195 228 17 
195 229 17 
195 230 17 
195 231 17 
195 232 17 
195 233 17 
196 234 17 
197 235 17 
198 236 17 
198 237 17 
198 238 17 
198 239 17 
198 240 17 
198 241 17 
198 242 17 
199 243 17 
