Segmentation 0
260 211 17 
261 210 17 
262 210 17 
263 210 17 
264 210 17 
265 210 17 
266 210 17 
267 210 17 
268 210 17 
269 209 17 
270 208 17 
271 207 17 
272 206 17 
273 205 17 
273 204 17 
274 203 17 
275 202 17 
275 201 17 
275 200 17 
275 199 17 
275 198 17 
275 197 17 
275 196 17 
274 195 17 
274 194 17 
273 193 17 
273 192 17 
273 191 17 
273 190 17 
274 189 17 
274 188 17 
275 187 17 
275 186 17 
276 185 17 
277 185 17 
278 185 17 
279 185 17 
280 185 17 
281 184 17 
281 183 17 
281 182 17 
281 181 17 
282 180 17 
281 179 17 
281 178 17 
280 177 17 
279 176 17 
278 175 17 
277 175 17 
276 175 17 
275 175 17 
274 176 17 
273 176 17 
272 176 17 
271 177 17 
270 178 17 
270 179 17 
269 179 17 
268 179 17 
267 179 17 
266 178 17 
265 178 17 
264 178 17 
263 177 17 
262 177 17 
261 177 17 
260 178 17 
260 179 17 
260 180 17 
259 181 17 
259 182 17 
259 183 17 
258 184 17 
257 184 17 
256 184 17 
255 185 17 
254 185 17 
253 186 17 
253 187 17 
253 188 17 
253 189 17 
253 190 17 
253 191 17 
253 192 17 
254 193 17 
255 193 17 
256 194 17 
257 194 17 
258 195 17 
259 196 17 
258 197 17 
257 198 17 
257 199 17 
256 199 17 
255 200 17 
254 201 17 
253 201 17 
252 202 17 
251 203 17 
252 204 17 
252 205 17 
253 206 17 
253 207 17 
254 208 17 
254 209 17 
255 210 17 
256 210 17 
257 210 17 
258 210 17 
259 211 17 
260 211 17 
V
Segmentation 0
267 226 18 
268 225 18 
269 225 18 
270 224 18 
271 223 18 
272 222 18 
272 221 18 
272 220 18 
272 219 18 
273 218 18 
274 218 18 
275 217 18 
276 216 18 
277 215 18 
277 214 18 
277 213 18 
277 212 18 
277 211 18 
277 210 18 
277 209 18 
277 208 18 
277 207 18 
277 206 18 
277 205 18 
277 204 18 
277 203 18 
277 202 18 
276 201 18 
276 200 18 
276 199 18 
275 198 18 
276 197 18 
276 196 18 
277 195 18 
278 194 18 
278 193 18 
279 192 18 
278 191 18 
278 190 18 
277 189 18 
277 188 18 
276 187 18 
275 186 18 
274 186 18 
273 186 18 
272 186 18 
271 185 18 
270 184 18 
269 183 18 
268 183 18 
267 183 18 
266 184 18 
265 184 18 
264 185 18 
263 185 18 
262 186 18 
261 185 18 
260 185 18 
259 184 18 
258 185 18 
257 185 18 
256 186 18 
255 186 18 
254 187 18 
254 188 18 
254 189 18 
254 190 18 
254 191 18 
254 192 18 
254 193 18 
254 194 18 
253 194 18 
252 195 18 
252 196 18 
252 197 18 
251 198 18 
251 199 18 
251 200 18 
250 200 18 
249 201 18 
248 201 18 
247 201 18 
246 202 18 
246 203 18 
247 204 18 
247 205 18 
247 206 18 
247 207 18 
247 208 18 
247 209 18 
248 210 18 
249 210 18 
250 211 18 
251 211 18 
251 212 18 
251 213 18 
251 214 18 
250 215 18 
250 216 18 
250 217 18 
251 218 18 
252 218 18 
253 218 18 
254 218 18 
255 217 18 
256 217 18 
257 216 18 
258 216 18 
259 216 18 
260 217 18 
261 218 18 
262 219 18 
262 220 18 
262 221 18 
262 222 18 
262 223 18 
262 224 18 
263 225 18 
264 225 18 
265 226 18 
266 226 18 
267 226 18 
V
Segmentation 0
259 235 19 
260 234 19 
261 233 19 
262 233 19 
263 233 19 
264 233 19 
265 233 19 
266 233 19 
267 232 19 
267 231 19 
268 230 19 
268 229 19 
269 228 19 
270 227 19 
271 228 19 
272 229 19 
273 229 19 
274 229 19 
275 228 19 
275 227 19 
276 227 19 
277 226 19 
278 225 19 
278 224 19 
278 223 19 
279 222 19 
279 221 19 
278 220 19 
278 219 19 
278 218 19 
278 217 19 
278 216 19 
278 215 19 
278 214 19 
279 213 19 
280 212 19 
280 211 19 
281 210 19 
281 209 19 
281 208 19 
281 207 19 
281 206 19 
280 205 19 
280 204 19 
279 203 19 
278 203 19 
277 203 19 
276 203 19 
275 202 19 
275 201 19 
275 200 19 
275 199 19 
275 198 19 
275 197 19 
275 196 19 
275 195 19 
274 194 19 
273 193 19 
272 193 19 
271 193 19 
270 193 19 
269 193 19 
268 194 19 
267 194 19 
266 194 19 
265 194 19 
264 193 19 
263 192 19 
262 192 19 
261 193 19 
260 193 19 
259 193 19 
258 193 19 
257 193 19 
256 194 19 
256 195 19 
257 196 19 
257 197 19 
257 198 19 
257 199 19 
258 200 19 
258 201 19 
258 202 19 
257 203 19 
256 204 19 
256 205 19 
255 206 19 
255 207 19 
255 208 19 
254 209 19 
253 210 19 
252 211 19 
251 212 19 
252 213 19 
252 214 19 
252 215 19 
252 216 19 
252 217 19 
251 218 19 
250 218 19 
249 219 19 
248 219 19 
247 219 19 
246 220 19 
245 221 19 
245 222 19 
245 223 19 
245 224 19 
246 225 19 
247 226 19 
248 227 19 
249 227 19 
250 227 19 
251 227 19 
252 227 19 
252 228 19 
252 229 19 
252 230 19 
252 231 19 
253 232 19 
253 233 19 
254 234 19 
255 234 19 
256 235 19 
257 235 19 
258 235 19 
259 235 19 
V
