Segmentation 0
244 354 5 
245 353 5 
245 352 5 
245 351 5 
245 350 5 
245 349 5 
245 348 5 
246 348 5 
247 347 5 
248 347 5 
249 346 5 
249 345 5 
249 344 5 
249 343 5 
248 342 5 
248 341 5 
248 340 5 
247 339 5 
247 338 5 
246 337 5 
245 338 5 
244 338 5 
243 339 5 
242 339 5 
241 340 5 
240 341 5 
240 342 5 
240 343 5 
240 344 5 
240 345 5 
239 346 5 
240 347 5 
241 347 5 
242 347 5 
242 348 5 
241 348 5 
240 348 5 
239 348 5 
238 348 5 
237 348 5 
236 348 5 
235 348 5 
234 349 5 
233 350 5 
233 351 5 
233 352 5 
233 353 5 
234 354 5 
235 354 5 
236 354 5 
237 354 5 
238 354 5 
239 354 5 
240 354 5 
241 354 5 
242 354 5 
243 354 5 
244 354 5 
V
Segmentation 0
255 420 15 
256 419 15 
257 418 15 
258 417 15 
259 416 15 
259 415 15 
259 414 15 
259 413 15 
259 412 15 
258 411 15 
257 410 15 
257 409 15 
256 408 15 
255 407 15 
254 406 15 
253 405 15 
252 405 15 
251 404 15 
250 403 15 
249 402 15 
248 402 15 
247 402 15 
246 402 15 
245 401 15 
244 401 15 
243 401 15 
242 402 15 
241 402 15 
240 402 15 
239 403 15 
238 404 15 
238 405 15 
238 406 15 
238 407 15 
238 408 15 
238 409 15 
239 410 15 
240 410 15 
241 411 15 
242 411 15 
243 412 15 
244 412 15 
245 411 15 
246 411 15 
247 411 15 
248 412 15 
249 412 15 
250 413 15 
250 414 15 
250 415 15 
251 416 15 
251 417 15 
252 418 15 
253 419 15 
254 419 15 
255 420 15 
V
Segmentation 0
269 204 16 
270 203 16 
271 202 16 
271 201 16 
270 200 16 
271 199 16 
271 198 16 
271 197 16 
270 196 16 
270 195 16 
270 194 16 
271 193 16 
271 192 16 
271 191 16 
271 190 16 
270 189 16 
270 188 16 
269 187 16 
268 187 16 
267 187 16 
266 187 16 
265 187 16 
264 187 16 
263 187 16 
262 187 16 
261 187 16 
260 186 16 
259 185 16 
258 185 16 
257 185 16 
256 185 16 
255 184 16 
255 183 16 
255 182 16 
254 181 16 
253 180 16 
252 179 16 
251 179 16 
250 180 16 
249 180 16 
248 180 16 
247 181 16 
246 182 16 
246 183 16 
246 184 16 
245 185 16 
245 186 16 
245 187 16 
246 188 16 
246 189 16 
247 190 16 
246 191 16 
246 192 16 
245 193 16 
245 194 16 
244 195 16 
245 196 16 
245 197 16 
245 198 16 
245 199 16 
246 200 16 
247 201 16 
248 201 16 
249 201 16 
250 200 16 
251 199 16 
252 200 16 
253 201 16 
254 200 16 
254 199 16 
254 198 16 
255 197 16 
255 196 16 
256 196 16 
257 196 16 
258 197 16 
259 198 16 
260 198 16 
260 199 16 
261 200 16 
261 201 16 
261 202 16 
262 203 16 
263 202 16 
264 202 16 
265 202 16 
266 203 16 
267 204 16 
268 204 16 
269 204 16 
V
Segmentation 1
180 197 16 
181 196 16 
181 195 16 
182 194 16 
182 193 16 
183 192 16 
183 191 16 
184 190 16 
185 190 16 
186 191 16 
187 191 16 
188 191 16 
189 191 16 
190 191 16 
191 191 16 
192 190 16 
193 189 16 
192 188 16 
192 187 16 
192 186 16 
192 185 16 
191 184 16 
191 183 16 
191 182 16 
190 181 16 
189 181 16 
188 180 16 
187 180 16 
186 181 16 
185 181 16 
184 182 16 
183 183 16 
183 184 16 
182 185 16 
182 186 16 
181 186 16 
180 186 16 
179 186 16 
178 186 16 
177 186 16 
176 186 16 
175 187 16 
174 188 16 
173 189 16 
173 190 16 
174 191 16 
174 192 16 
174 193 16 
174 194 16 
174 195 16 
175 196 16 
176 196 16 
177 197 16 
178 197 16 
179 197 16 
180 197 16 
V
Segmentation 2
176 412 16 
177 411 16 
178 410 16 
178 409 16 
178 408 16 
178 407 16 
179 406 16 
179 405 16 
180 404 16 
179 403 16 
178 403 16 
177 404 16 
176 404 16 
175 404 16 
174 404 16 
173 404 16 
172 404 16 
171 403 16 
170 403 16 
169 403 16 
168 403 16 
167 404 16 
167 405 16 
168 406 16 
169 407 16 
169 408 16 
170 409 16 
171 409 16 
172 410 16 
173 411 16 
174 411 16 
175 412 16 
176 412 16 
V
Segmentation 0
173 204 17 
174 203 17 
174 202 17 
174 201 17 
175 200 17 
175 199 17 
175 198 17 
175 197 17 
175 196 17 
175 195 17 
176 194 17 
176 193 17 
177 193 17 
178 192 17 
178 191 17 
179 190 17 
180 191 17 
181 190 17 
182 189 17 
181 188 17 
182 187 17 
183 187 17 
184 186 17 
185 186 17 
186 186 17 
187 187 17 
188 187 17 
189 186 17 
190 185 17 
190 184 17 
190 183 17 
190 182 17 
190 181 17 
189 180 17 
188 179 17 
189 178 17 
189 177 17 
189 176 17 
189 175 17 
189 174 17 
189 173 17 
188 172 17 
187 172 17 
186 171 17 
185 171 17 
184 171 17 
183 171 17 
182 172 17 
181 173 17 
180 173 17 
179 173 17 
178 173 17 
177 172 17 
176 172 17 
175 172 17 
174 173 17 
173 173 17 
172 174 17 
172 175 17 
172 176 17 
172 177 17 
172 178 17 
172 179 17 
171 179 17 
170 180 17 
169 180 17 
168 180 17 
167 180 17 
166 181 17 
166 182 17 
166 183 17 
166 184 17 
167 185 17 
167 186 17 
167 187 17 
167 188 17 
166 189 17 
165 190 17 
165 191 17 
165 192 17 
165 193 17 
165 194 17 
165 195 17 
165 196 17 
164 197 17 
163 198 17 
163 199 17 
163 200 17 
163 201 17 
163 202 17 
164 203 17 
165 204 17 
166 204 17 
167 204 17 
168 204 17 
169 204 17 
170 204 17 
171 204 17 
172 204 17 
173 204 17 
V
Segmentation 1
267 200 17 
268 199 17 
268 198 17 
269 197 17 
269 196 17 
269 195 17 
269 194 17 
269 193 17 
269 192 17 
269 191 17 
269 190 17 
269 189 17 
270 188 17 
271 187 17 
271 186 17 
271 185 17 
271 184 17 
271 183 17 
271 182 17 
271 181 17 
270 180 17 
269 179 17 
268 179 17 
267 179 17 
266 179 17 
265 180 17 
264 180 17 
263 181 17 
262 181 17 
261 180 17 
260 180 17 
260 179 17 
260 178 17 
260 177 17 
260 176 17 
260 175 17 
260 174 17 
259 173 17 
258 172 17 
257 172 17 
256 172 17 
255 171 17 
254 171 17 
253 172 17 
252 173 17 
252 174 17 
252 175 17 
252 176 17 
252 177 17 
252 178 17 
252 179 17 
251 179 17 
250 180 17 
249 180 17 
248 180 17 
247 181 17 
247 182 17 
247 183 17 
247 184 17 
247 185 17 
247 186 17 
248 187 17 
248 188 17 
248 189 17 
249 190 17 
250 189 17 
251 188 17 
252 188 17 
253 188 17 
254 188 17 
255 188 17 
256 188 17 
257 189 17 
258 189 17 
259 190 17 
259 191 17 
259 192 17 
260 193 17 
261 194 17 
261 195 17 
262 196 17 
262 197 17 
263 198 17 
264 198 17 
265 199 17 
266 200 17 
267 200 17 
V
Segmentation 2
281 199 17 
282 198 17 
283 198 17 
284 197 17 
284 196 17 
284 195 17 
284 194 17 
284 193 17 
284 192 17 
283 191 17 
283 190 17 
282 189 17 
281 188 17 
280 188 17 
279 188 17 
278 188 17 
277 189 17 
276 190 17 
276 191 17 
276 192 17 
275 193 17 
275 194 17 
275 195 17 
275 196 17 
276 197 17 
277 198 17 
278 198 17 
279 199 17 
280 199 17 
281 199 17 
V
Segmentation 3
158 286 17 
159 285 17 
160 284 17 
161 284 17 
162 283 17 
162 282 17 
162 281 17 
161 280 17 
161 279 17 
161 278 17 
160 277 17 
159 277 17 
158 276 17 
157 276 17 
156 277 17 
155 277 17 
154 277 17 
153 278 17 
153 279 17 
153 280 17 
153 281 17 
152 282 17 
152 283 17 
152 284 17 
153 285 17 
154 286 17 
155 286 17 
156 286 17 
157 286 17 
158 286 17 
V
Segmentation 0
169 214 18 
170 213 18 
171 212 18 
172 212 18 
173 211 18 
172 210 18 
171 209 18 
171 208 18 
170 207 18 
170 206 18 
170 205 18 
170 204 18 
170 203 18 
170 202 18 
170 201 18 
171 200 18 
171 199 18 
171 198 18 
172 197 18 
172 196 18 
173 195 18 
