Segmentation 0
339 311 15 
340 310 15 
341 309 15 
342 308 15 
343 307 15 
344 307 15 
345 306 15 
346 305 15 
346 304 15 
346 303 15 
347 302 15 
347 301 15 
347 300 15 
347 299 15 
347 298 15 
348 297 15 
349 296 15 
350 296 15 
351 295 15 
352 294 15 
351 293 15 
350 292 15 
349 291 15 
349 290 15 
349 289 15 
348 288 15 
347 287 15 
346 286 15 
346 285 15 
345 284 15 
344 284 15 
343 284 15 
342 285 15 
341 286 15 
341 287 15 
341 288 15 
341 289 15 
340 290 15 
340 291 15 
340 292 15 
339 293 15 
339 294 15 
339 295 15 
340 296 15 
340 297 15 
339 298 15 
338 299 15 
338 300 15 
338 301 15 
337 302 15 
338 303 15 
339 304 15 
339 305 15 
339 306 15 
338 307 15 
338 308 15 
337 309 15 
338 310 15 
339 311 15 
V
Segmentation 1
234 398 15 
235 397 15 
236 397 15 
237 396 15 
238 395 15 
239 394 15 
239 393 15 
239 392 15 
239 391 15 
240 391 15 
241 390 15 
242 389 15 
242 388 15 
243 387 15 
243 386 15 
242 385 15 
242 384 15 
241 383 15 
240 382 15 
239 382 15 
238 382 15 
237 381 15 
236 382 15 
235 382 15 
234 382 15 
233 383 15 
233 384 15 
233 385 15 
233 386 15 
233 387 15 
232 387 15 
231 388 15 
230 388 15 
229 389 15 
228 390 15 
228 391 15 
228 392 15 
228 393 15 
229 394 15 
230 395 15 
230 396 15 
231 397 15 
232 398 15 
233 398 15 
234 398 15 
V
Segmentation 2
225 410 15 
226 409 15 
227 409 15 
228 409 15 
229 409 15 
230 408 15 
231 407 15 
232 407 15 
233 406 15 
233 405 15 
232 404 15 
231 403 15 
231 402 15 
231 401 15 
231 400 15 
230 399 15 
229 399 15 
228 399 15 
227 399 15 
226 400 15 
225 400 15 
224 400 15 
223 400 15 
222 401 15 
222 402 15 
222 403 15 
221 404 15 
221 405 15 
221 406 15 
221 407 15 
221 408 15 
222 409 15 
223 410 15 
224 410 15 
225 410 15 
V
Segmentation 0
217 173 16 
218 172 16 
219 171 16 
220 170 16 
220 169 16 
220 168 16 
220 167 16 
220 166 16 
220 165 16 
220 164 16 
221 164 16 
222 164 16 
223 164 16 
224 163 16 
225 163 16 
226 162 16 
227 162 16 
228 161 16 
228 160 16 
228 159 16 
228 158 16 
228 157 16 
227 156 16 
226 155 16 
225 154 16 
224 154 16 
223 154 16 
222 154 16 
221 154 16 
220 154 16 
219 154 16 
218 155 16 
217 155 16 
216 156 16 
216 157 16 
216 158 16 
216 159 16 
216 160 16 
216 161 16 
216 162 16 
215 162 16 
214 163 16 
213 163 16 
212 164 16 
211 165 16 
