Segmentation 0
171 340 20 
172 339 20 
173 338 20 
172 337 20 
172 336 20 
172 335 20 
172 334 20 
172 333 20 
171 332 20 
171 331 20 
172 330 20 
171 329 20 
170 328 20 
170 327 20 
170 326 20 
170 325 20 
169 324 20 
168 323 20 
167 323 20 
166 323 20 
165 323 20 
164 324 20 
163 324 20 
162 325 20 
162 326 20 
161 327 20 
161 328 20 
161 329 20 
161 330 20 
162 331 20 
162 332 20 
163 333 20 
163 334 20 
163 335 20 
164 336 20 
164 337 20 
164 338 20 
165 339 20 
166 339 20 
167 339 20 
168 340 20 
169 340 20 
170 340 20 
171 340 20 
V
Segmentation 0
251 246 21 
252 245 21 
253 244 21 
253 243 21 
253 242 21 
254 241 21 
254 240 21 
254 239 21 
254 238 21 
253 237 21 
252 237 21 
251 237 21 
250 237 21 
249 237 21 
248 237 21 
247 237 21 
246 237 21 
245 237 21 
244 237 21 
243 238 21 
242 237 21 
241 236 21 
240 237 21 
240 238 21 
240 239 21 
239 240 21 
239 241 21 
239 242 21 
239 243 21 
239 244 21 
239 245 21 
240 246 21 
241 245 21 
242 244 21 
242 243 21 
242 242 21 
243 243 21 
244 244 21 
245 245 21 
246 245 21 
247 246 21 
248 246 21 
249 246 21 
250 246 21 
251 246 21 
V
Segmentation 1
168 342 21 
169 341 21 
170 341 21 
171 340 21 
172 339 21 
173 339 21 
174 340 21 
175 340 21 
176 340 21 
177 340 21 
178 340 21 
179 339 21 
180 339 21 
181 339 21 
182 338 21 
181 337 21 
181 336 21 
181 335 21 
181 334 21 
182 333 21 
183 332 21 
184 331 21 
184 330 21 
184 329 21 
185 328 21 
185 327 21 
185 326 21 
185 325 21 
184 324 21 
183 323 21 
182 323 21 
181 322 21 
180 321 21 
179 320 21 
179 319 21 
178 318 21 
178 317 21 
177 316 21 
176 316 21 
175 316 21 
174 316 21 
173 316 21 
172 317 21 
172 318 21 
171 319 21 
171 320 21 
170 321 21 
170 322 21 
170 323 21 
169 323 21 
168 323 21 
167 323 21 
166 323 21 
165 322 21 
164 323 21 
163 324 21 
162 325 21 
162 326 21 
162 327 21 
162 328 21 
161 329 21 
161 330 21 
162 331 21 
163 332 21 
164 333 21 
164 334 21 
165 335 21 
165 336 21 
165 337 21 
165 338 21 
164 339 21 
165 340 21 
166 341 21 
167 342 21 
168 342 21 
V
Segmentation 0
240 261 22 
241 260 22 
242 260 22 
243 259 22 
244 258 22 
244 257 22 
244 256 22 
243 255 22 
243 254 22 
244 254 22 
245 254 22 
246 254 22 
247 253 22 
248 253 22 
249 253 22 
250 253 22 
251 254 22 
252 254 22 
253 254 22 
254 254 22 
255 254 22 
256 253 22 
256 252 22 
256 251 22 
256 250 22 
256 249 22 
256 248 22 
256 247 22 
256 246 22 
257 245 22 
258 244 22 
259 243 22 
259 242 22 
259 241 22 
258 240 22 
258 239 22 
257 238 22 
256 237 22 
255 236 22 
254 236 22 
253 236 22 
252 236 22 
251 236 22 
250 236 22 
249 235 22 
248 235 22 
247 234 22 
246 234 22 
245 235 22 
244 236 22 
243 237 22 
243 238 22 
243 239 22 
243 240 22 
243 241 22 
243 242 22 
243 243 22 
242 244 22 
241 245 22 
240 246 22 
240 247 22 
240 248 22 
240 249 22 
239 250 22 
238 251 22 
237 252 22 
237 253 22 
237 254 22 
236 255 22 
236 256 22 
236 257 22 
237 258 22 
238 259 22 
238 260 22 
239 261 22 
240 261 22 
V
Segmentation 0
185 294 23 
186 293 23 
187 292 23 
188 291 23 
189 290 23 
189 289 23 
189 288 23 
189 287 23 
188 286 23 
187 285 23 
186 285 23 
185 284 23 
184 284 23 
183 284 23 
182 285 23 
181 286 23 
180 287 23 
180 288 23 
179 289 23 
179 290 23 
180 291 23 
181 292 23 
182 293 23 
183 293 23 
184 294 23 
185 294 23 
V
