Segmentation 0
182 409 15 
183 408 15 
184 407 15 
184 406 15 
184 405 15 
184 404 15 
184 403 15 
184 402 15 
183 401 15 
183 400 15 
182 399 15 
182 398 15 
182 397 15 
182 396 15 
182 395 15 
182 394 15 
181 393 15 
180 393 15 
179 392 15 
178 392 15 
177 392 15 
176 391 15 
175 392 15 
174 393 15 
173 394 15 
173 395 15 
174 396 15 
174 397 15 
174 398 15 
175 399 15 
175 400 15 
175 401 15 
174 402 15 
175 403 15 
175 404 15 
175 405 15 
175 406 15 
176 407 15 
177 408 15 
178 408 15 
179 409 15 
180 409 15 
181 409 15 
182 409 15 
V
Segmentation 1
256 411 15 
257 410 15 
258 410 15 
259 409 15 
260 409 15 
261 408 15 
262 408 15 
263 407 15 
263 406 15 
262 405 15 
262 404 15 
262 403 15 
262 402 15 
261 401 15 
260 401 15 
259 401 15 
258 401 15 
257 401 15 
256 402 15 
255 402 15 
254 402 15 
253 402 15 
252 401 15 
251 401 15 
250 401 15 
249 401 15 
248 402 15 
248 403 15 
248 404 15 
248 405 15 
247 406 15 
247 407 15 
247 408 15 
248 409 15 
248 410 15 
249 411 15 
250 411 15 
251 411 15 
252 411 15 
253 411 15 
254 411 15 
255 411 15 
256 411 15 
V
Segmentation 0
156 224 16 
157 223 16 
158 222 16 
159 221 16 
160 220 16 
160 219 16 
161 218 16 
162 217 16 
163 216 16 
163 215 16 
163 214 16 
163 213 16 
163 212 16 
162 211 16 
161 211 16 
160 211 16 
159 210 16 
158 209 16 
157 209 16 
156 210 16 
155 210 16 
154 211 16 
153 212 16 
153 213 16 
153 214 16 
153 215 16 
153 216 16 
152 216 16 
151 217 16 
150 218 16 
150 219 16 
150 220 16 
151 221 16 
151 222 16 
152 223 16 
153 224 16 
154 224 16 
155 224 16 
156 224 16 
V
Segmentation 0
272 183 17 
273 182 17 
274 181 17 
275 180 17 
276 179 17 
276 178 17 
276 177 17 
276 176 17 
275 175 17 
274 174 17 
273 174 17 
272 174 17 
271 174 17 
270 175 17 
269 175 17 
268 176 17 
268 177 17 
267 178 17 
266 179 17 
266 180 17 
267 181 17 
267 182 17 
268 183 17 
269 183 17 
270 183 17 
271 183 17 
