Segmentation 0
174 392 13 
175 391 13 
175 390 13 
175 389 13 
176 388 13 
177 387 13 
177 386 13 
176 385 13 
175 385 13 
174 384 13 
173 383 13 
172 382 13 
171 382 13 
170 382 13 
169 382 13 
168 382 13 
167 383 13 
167 384 13 
167 385 13 
166 386 13 
167 387 13 
168 388 13 
168 389 13 
169 390 13 
170 391 13 
171 392 13 
172 392 13 
173 392 13 
174 392 13 
V
Segmentation 1
256 406 13 
257 405 13 
258 404 13 
258 403 13 
259 402 13 
260 401 13 
261 400 13 
261 399 13 
262 398 13 
263 397 13 
264 397 13 
265 396 13 
266 395 13 
267 394 13 
268 393 13 
268 392 13 
269 391 13 
269 390 13 
269 389 13 
268 388 13 
267 387 13 
266 387 13 
265 388 13 
264 388 13 
263 387 13 
262 387 13 
261 386 13 
260 385 13 
259 385 13 
258 386 13 
257 386 13 
256 387 13 
255 387 13 
254 386 13 
253 386 13 
252 385 13 
251 386 13 
250 386 13 
249 387 13 
248 387 13 
247 388 13 
247 389 13 
247 390 13 
247 391 13 
247 392 13 
247 393 13 
247 394 13 
248 395 13 
249 396 13 
250 396 13 
251 397 13 
252 397 13 
252 398 13 
252 399 13 
252 400 13 
252 401 13 
252 402 13 
252 403 13 
252 404 13 
253 405 13 
254 406 13 
255 406 13 
256 406 13 
V
Segmentation 0
183 199 14 
184 198 14 
184 197 14 
185 196 14 
186 195 14 
186 194 14 
187 194 14 
188 195 14 
189 195 14 
190 196 14 
191 197 14 
192 197 14 
193 197 14 
194 196 14 
195 196 14 
196 195 14 
196 194 14 
196 193 14 
196 192 14 
195 191 14 
194 190 14 
193 190 14 
193 189 14 
192 188 14 
191 187 14 
190 186 14 
189 185 14 
188 184 14 
187 183 14 
186 182 14 
185 181 14 
184 180 14 
183 179 14 
182 178 14 
182 177 14 
181 176 14 
181 175 14 
181 174 14 
180 173 14 
179 173 14 
178 172 14 
177 172 14 
176 171 14 
175 171 14 
174 171 14 
173 172 14 
172 173 14 
172 174 14 
172 175 14 
172 176 14 
172 177 14 
172 178 14 
172 179 14 
172 180 14 
172 181 14 
173 182 14 
174 182 14 
175 183 14 
175 184 14 
175 185 14 
175 186 14 
175 187 14 
175 188 14 
175 189 14 
175 190 14 
175 191 14 
175 192 14 
176 193 14 
177 194 14 
178 195 14 
179 196 14 
180 197 14 
181 198 14 
182 199 14 
183 199 14 
V
Segmentation 1
251 196 14 
252 195 14 
253 194 14 
254 193 14 
254 192 14 
254 191 14 
254 190 14 
254 189 14 
255 188 14 
256 187 14 
257 186 14 
257 185 14 
257 184 14 
257 183 14 
257 182 14 
257 181 14 
256 180 14 
255 179 14 
254 178 14 
253 178 14 
253 177 14 
253 176 14 
253 175 14 
252 174 14 
251 173 14 
250 172 14 
249 172 14 
248 172 14 
247 171 14 
246 172 14 
245 172 14 
244 173 14 
244 174 14 
244 175 14 
244 176 14 
244 177 14 
243 178 14 
242 178 14 
241 179 14 
240 179 14 
239 179 14 
238 180 14 
237 181 14 
237 182 14 
237 183 14 
237 184 14 
237 185 14 
238 186 14 
239 186 14 
240 187 14 
241 187 14 
242 188 14 
243 188 14 
243 189 14 
244 190 14 
